,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.3299954206748541,0.17591276156068306,0.27022502993112324,0.324776142771212,0.2650925812110317,0.32736586198571166,0.4062097569736297,0.33125914624354014,0.39159449734924695,0.28135953380920287
gastronomic,0.3401046918805105,0.24468165680778245,0.3044263633765489,0.3102291182876507,0.31172943902232353,0.2853649557086325,0.28862710164269134,0.23252650944070496,0.12775128517294376,0.3834001649955322
manicure,0.20460607665600233,0.17338660224228014,0.19851352175257758,0.24966492386926206,0.39291758959328016,0.31502722371883113,0.421529654262681,0.29464148549068775,0.3538915238301458,0.27442799642659593
pointless,0.29311286734703607,0.36467934846303424,0.26948201535985544,0.33700160600776835,0.24237536093635015,0.3501639223507437,0.33458270896039827,0.26504553901051114,0.3515247867603279,0.4389568496650381
frangria,0.3457220647406357,0.3438194567212632,0.1436022392978089,0.26215058924830836,0.4295483707091319,0.409410326703959,0.40577975852502,0.30824476690976915,0.4307828678994154,0.4143105896532004
freshness,0.38139817936913806,0.20385101128604852,0.48240689950489324,0.312450869326809,0.25178872572285854,0.18991132982208211,0.38989499823150064,0.27028172563229946,0.29399874516023,0.3166780163102748
meager,0.35651542495228306,0.17573290398089642,0.3047476537965435,0.21501826891033843,0.4041270639471048,0.24330852790643714,0.5393254278200947,0.3102384834478029,0.43830232341567565,0.39700147459848173
zip,0.3316744123476641,0.2849454993646407,0.19692581727918015,0.2533579542310592,0.28917110116235434,0.22998307377701882,0.2915791042240881,0.28109058166471146,0.41885991646930937,0.33350655588343786
chewiness,0.3370256392076755,0.20131053850105846,0.2263672208705771,0.35760372442545285,0.3688339692370914,0.31596235897135894,0.46312942880476,0.4727848680936932,0.3182831437931391,0.33555117992713657
minimum_wage,0.23389958223225876,0.36924995679036215,0.3295816464478337,0.4340818833547954,0.29584432704303626,0.3513632077159648,0.29990940676948546,0.14410724180746123,0.4380871294078899,0.44172632218684055
krispie,0.19590784321520413,0.21454948681160166,0.2617834921825689,0.13791168869850814,0.3550905971614738,0.20579124466814513,0.3512578243928844,0.3515167634737051,0.26502599590101183,0.4018435449797506
cub,0.28044633603767166,0.3180010743684856,0.2162773231096177,0.23906608084015354,0.26820110366173344,0.38212764092141444,0.3508878475457561,0.3888181220200101,0.38387748929886517,0.428211870935752
international,0.30546751946283507,0.22102327200131014,0.20163141093142417,0.36636222927608214,0.3254285087829107,0.4276393290644031,0.3077860562745407,0.09430839358382237,0.2514494421651887,0.43900906708463433
dissapointe,0.44411609246095435,0.2627673773528392,0.2137549286685298,0.30612531437131923,0.36497671785425667,0.3905729111586004,0.43103338407312874,0.4148538608670359,0.3510802100840969,0.3971539120977784
hardcore,0.26618489178135807,0.4102653814963325,0.33437437381038954,0.2416588850619037,0.259767692785664,0.4625031913149439,0.34595325904497765,0.390697393518419,0.4838290825182697,0.4227564895095318
commonly,0.377187140597054,0.30249582133001496,0.3466261477982993,0.4367443457429807,0.33357557097987117,0.3820747543759409,0.5165642339771883,0.468752389370054,0.28708118169410096,0.418065328227673
pizza_pizza,0.2202447358491198,0.3805824818248535,0.2980928732706403,0.3864144070836065,0.2713911615382535,0.326971642420957,0.30094904960806773,0.19896046718535426,0.30165090580821313,0.4559135084874949
creamsicle,0.2584616940285886,0.2813085960458418,0.2595799194975802,0.2243023497337522,0.5286303585869618,0.3216801713654874,0.3392535243852693,0.24055044666700864,0.3150340686274835,0.43008177410477044
hostess,0.22764622680063346,0.28467871817248613,0.3053331743189793,0.3244227702876296,0.38658467487359544,0.3773780850000115,0.2971181158682884,0.2832340805154314,0.34157963229976507,0.27782882558854316
uninvited,0.25105481301846533,0.17281752889638463,0.27707141648489053,0.3049276223329596,0.22893190995928064,0.3605279803021116,0.325729237112336,0.24365001065972688,0.4040657596032211,0.35634342165813465
wolfgang,0.27795041324351655,0.3946065771053443,0.300056326253149,0.24696317498081338,0.3071849703125484,0.5173157340373948,0.3722520848430224,0.1912436174845281,0.3697375845649445,0.36287790428376093
mcdonalds,0.2186820839763671,0.49680705081697474,0.2582262305537889,0.3149355562901982,0.2014485745126674,0.26953768823639507,0.23151742525129412,0.24382684775078986,0.4061403410109444,0.3406521736079019
zuppa,0.46804375100559903,0.24634201227273117,0.22018025550848716,0.26589760038467186,0.34925044523788434,0.5598485023641699,0.4512384903797251,0.4028436437765124,0.3315850301922127,0.35075951504779457
abruptly,0.24878202424221987,0.20997583974201683,0.3092547382417648,0.32255197483817527,0.31787729223966465,0.3969856509633925,0.3350596134506258,0.22302039475263516,0.43341618399774184,0.3005494317418153
hotspot,0.3685433995828197,0.27843843635721005,0.3174408091717923,0.26254889430205025,0.3334299741220009,0.326094468217921,0.3212306290498613,0.18814113130606644,0.3301424851565922,0.410356930944749
patio,0.2878835887348599,0.28537537329944396,0.20229557113976138,0.2070854693110989,0.33160351364128393,0.25992022201663717,0.25926197232044346,0.1986328075455589,0.2838800618702412,0.22512286537161408
crow,0.4006289726909817,0.26939533578609737,0.38407201839901467,0.36680952091757246,0.30787251315680464,0.40320078664228953,0.46050030222584454,0.38428661917634305,0.5554868420845707,0.48627038585787946
jojo,0.30669000715308287,0.32452666062298147,0.3531729754218337,0.22834840570667986,0.34593578143141596,0.4570350677558349,0.4369114725553055,0.4027532138278671,0.5244452236614742,0.29828604525889385
blame,0.2646318673998731,0.23084312763731127,0.19548019148242698,0.255252447469587,0.2712706086016798,0.36712851734959645,0.28252772683580996,0.21091565595134226,0.3855606026466623,0.1959649711423356
tmi,0.33928422218541826,0.29613342487418326,0.262258404581612,0.2801614238423656,0.23781429872366774,0.4843175197397104,0.31931653568853263,0.445684535053407,0.6712939375367438,0.29050498231941546
