_vocab,accounting,pharmacy,baseball,robotics
dell,0.3944039511639643,0.11114780718281601,0.007648640500597546,0.26673459643420594
assets,0.4110191877444634,0.10173651435246144,0.14738822977718852,0.14931473700948134
retail,0.37112231808553203,0.25912743295077234,0.19369657211995375,0.01766706754528973
money,0.38208887184592505,0.04661444244528395,0.213321785653837,3.810798872920227e-05
mutual,0.37560771300608065,0.21947335510138724,0.1877543542676884,0.08124584312190511
funds,0.3760739779698983,0.22083706537695172,0.23240726231634323,-0.011771894954669624
fell,0.16781730867145303,0.2202069037149763,0.08496952006506907,0.1451940795310463
billion,0.3936048363946752,0.11941765192708541,0.11463237742818104,0.18839685144917065
latest,0.1768737247907776,0.05702575394669354,0.15990542961856505,0.11049347293705376
company,0.5149797373653899,0.14566594866531013,0.07525013506050961,0.1906602637790053
institute,0.059232399057644505,0.4844357991987412,0.1956402528671069,0.34035198044131937
sales,0.36953148062021157,0.26103605356687515,0.11339726224965131,0.15942507295802177
bounced,0.1326047266258324,0.06989354061733984,0.1550689463152783,0.029464508576407804
back,0.17368228986363324,-0.018398823055543155,0.1529794994979473,0.005836871481110955
bit,0.12804945195336265,0.12598261354887602,0.16196527800011296,0.0980299492668892
claims,0.33092164075155067,0.024182146167727417,-0.042791430145591405,0.06730884062017155
jobless,0.30252875247333333,0.1577840823603888,0.05042624685848276,0.030252368791686357
benefits,0.3998193781770709,0.2954086961875024,0.058315239683067274,0.09702647155966004
last,0.13271985490370528,0.01531571380809374,0.25451171376404785,-0.015864221912697388
government,0.21114853222165517,0.22441443465761954,0.08985703268016301,0.1446283925900024
indicating,0.3031263248800888,0.22088906739430136,-0.00012171530833109743,0.08428684694807197
improving,0.18513540032225537,0.21181642316064506,0.019780442813751707,0.2710116399745233
earning,0.10391109461640133,0.18975446909856053,0.36791495627096643,0.04067978308940549
danny,0.1058612388680645,0.05267427851127847,0.30342428012767775,0.10253745859588008
riley,0.22909288525642812,0.13583158408112328,0.2683026694257071,0.0990227217695058
started,-0.0040760099870254035,0.038122273284450524,0.142424318274778,0.2820952429977009
work,0.23207196889514825,0.14765039137440972,0.058364131143502855,0.3021418255950906
general,0.3341082300263038,0.1603184476589728,0.0873698424152044,0.05151099010899892
manager,0.30219856853706084,0.13308162042944602,0.33715648093829775,-0.009078215300716333
commercial,0.1257622222159632,0.19796917728518573,0.0468184172802322,0.38114879283712494
real,0.2417516597512501,0.06608273929542607,0.15558393965313122,0.07112220737431953
estate,0.4001525327967525,0.1722996903287901,0.15187334661731358,-0.0427464971795552
annual,0.24104650417889623,0.23565052400523379,0.196828035980492,0.11989025406584732
base,0.25580765185695536,0.05109685153551778,0.162656255349621,0.15879693493897662
salary,0.3981422396193301,0.10613449022741757,0.28876947068572345,-0.012347673922926539
soon,0.21113616954783176,0.1491752432315715,0.08671565325214313,0.027870762192862362
financial,0.5753286995697211,0.1693173562465566,0.16979275324704587,0.07753123009394461
planner,0.3552723049388707,0.24651575842930606,0.06659710508812926,0.32409841864428246
stopped,0.015417895060670251,0.07370623015815954,0.08993678012831081,0.1776811689245379
desk,0.26980975501911764,0.13806845611172522,0.05318790365491283,0.23928526077406106
drop,0.25675601186930574,0.145393228178252,0.19296206434591343,0.03592707017538235
insurance,0.4402329894707311,0.2877810524761682,0.08066521733546118,0.10749037002803102
available,0.16953436308834036,0.06715611060322611,0.194942137661259,0.23821383821892977
furthest,0.06238570709743237,-0.0012449465310923548,0.32505053761686264,0.22588678816036342
thing,0.0550488411454062,0.10291059769172843,0.18878045623246675,0.1964238298110766
says,0.23584240794127057,0.19978716135591262,0.0891514078415684,0.1949011197969008
opec,0.26275085839119655,0.0321302579523309,0.18515704671270056,0.07502591253146723
nothing,0.03525534423250189,0.1231782483574901,0.20984487805852448,0.07173055190846417
douse,0.07032902336192917,0.12579098674506028,0.24171659549247207,0.10844265343040431
scorching,0.011628638702263692,0.0063194378137443556,0.09729925943039436,-0.005355673756261684
markets,0.29861272649550324,0.07286304746346031,0.10387777598766858,0.21243151269324953
already,0.1501273956397299,0.031956418133031184,0.1539234121315058,0.09336250505825125
million,0.3715296303757883,0.04833789504740041,0.07271763353161062,0.15403389861875227
barrels,0.322381005998438,-0.028170196460367416,0.17603135727286068,0.16994796120688743
per,0.2515764621162226,-0.02833439789832509,0.012818980398885318,0.25587867787762514
day,0.04014485995697747,0.16844369122461975,0.1068283617894354,0.08950950630688757
governor,0.16754135940436513,0.12087069453141931,0.14947223122313777,-0.023830810076537198
warning,0.14950390358830226,0.263303806547211,0.0154203475227951,0.15686858924447397
fall,0.11634020271860877,0.17790840415089101,0.09525949320045042,0.19652203904020407
exporters,0.18650443643779188,0.01580795106579882,0.16621592845897762,0.23840548559427685
consider,0.2086069734256731,0.14244409844771724,0.18172794181264215,0.14312743955092624
increasing,0.2311142159685673,0.11392290135961272,0.11877662413491193,0.17802351970181562
output,0.24389360876437538,0.05553141981457418,0.14018208977848617,0.17247830184964646
cool,-0.018721012610121063,0.055811818096954395,0.13896182466737295,0.20517323583131822
record,0.08364098554440189,0.013398399451424528,0.2810262576215809,0.17367968155518934
president,0.20034606968845214,0.11042938166045203,0.16154627447611675,0.11265719193082283
purnomo,0.23757892440486936,0.11177398547909059,0.16347210613099794,0.09078236064412414
yusgiantoro,0.2499999792754658,0.14202895653880826,0.17721006652571478,0.1628369000308444
auction,0.33824896179622216,-0.008488901201953832,0.13695207548382804,0.038724918469419146
google,0.3207713860478296,0.06789431935177935,0.1652577834797267,0.16654650088328257
highly,0.20143444758565293,0.20001339678155602,0.14221760693630797,0.12693378799061725
anticipated,0.29372890284357606,-0.008390585747759005,0.23975089017063167,-0.025054112576715727
initial,0.3516769649688523,0.09689128545165816,0.10657888140782726,0.00913224943320371
public,0.19739438385120284,0.2736359359674413,0.1389088720465017,0.08275373319321182
offering,0.26513915038573,0.0735738106668776,0.06082924067570822,0.18856891596845915
got,0.1563682891456526,0.1282597427403409,0.18487472862347235,0.026108656502168415
rocky,0.15120555283698245,0.03777459324172786,0.19631343006160892,0.052125837865933874
start,0.140483162346793,0.09748988646081391,0.16149886162589205,0.06675766132996395
web,0.2917257037954273,0.1557479019246754,0.0898369209795654,0.175058138440803
search,0.3355634262387661,0.04414850206344235,0.17588271012167778,0.18682537252995307
sidestepped,0.09118547469747643,0.07665440777511592,0.021012253926533962,0.17677384651380063
bullet,0.0737639003393199,0.23328959854325,0.16928177521470558,0.10264315276724517
securities,0.5547862136666145,0.17194370031443154,0.18900663129676612,0.08779612393525091
dollar,0.2614921095810868,0.026867207396255345,0.1882117350889984,0.08107808394887675
tumbled,0.19895601306162522,0.22305683189193473,0.08419428124766754,0.08921859610598275
broadly,0.04812206688802144,0.03190559796907696,0.13705306967556233,0.15180781789790074
data,0.2727540990287374,0.22569452122116235,0.029443593271253253,0.2758538338798011
showing,0.16433417454708898,0.22420992820483646,0.1666111000950647,-0.020898087331447438
trade,0.12223526509775731,0.09722541084469116,0.19814540804049477,0.14277539537430783
deficit,0.10258442944330837,0.19045834998653835,0.26312563050999754,0.07865460008808099
june,0.21249714854863636,0.049045700549477836,0.06761388243941817,0.22202110764056535
cast,0.04179890477443507,0.1372867227796755,0.07527957197932707,0.13364106458321617
fresh,0.10195159051475122,0.04834693633171823,0.005126651893754683,0.03933599485151814
doubts,0.1798340848333343,0.0936047080301268,0.051253123742928126,0.04889636610570876
recovery,0.1705313317787555,0.28939876810774134,0.016292925049071417,0.15142065371549726
ability,0.17448737123123506,0.06021467669313825,0.13299144649775663,0.18605995253129556
draw,0.14066901907822732,0.04383726730499465,0.22544752808281918,0.1892416195269301
foreign,0.16948671487792571,0.12172219311024414,0.06969158730829698,0.21510244839178894
capital,0.18194920301535833,0.1247218458696026,0.15498438808512774,0.20615519646643185
fund,0.3809252659741893,0.24033483533925942,0.1424919781113088,0.1436448963986308
growing,0.12238568507039708,0.14121914921290638,0.11698581988752978,0.24112870794699218
season,0.15184578986792543,0.1762415702803445,0.445196050977685,-0.01557214512242896
become,0.07921843292797989,0.06176858717861854,0.2052263044254441,0.15973075728915753
huge,0.1723708934971971,0.02323115749615862,0.224976496553766,0.01999061302024873
marketing,0.5919064446053459,0.12054939692338819,0.16230110069989898,0.12841203123287834
focused,0.13692312445993246,0.11874577612318007,0.12767689941303195,0.1854056220631712
reason,0.0915876371329422,0.09029950580732478,0.2211726445227663,0.10642426234985587
feel,0.11832847045846305,0.2549384947028873,0.1737171598865108,0.07291473957561215
smug,0.13750492815782908,0.16278823315353502,0.289347347976221,0.013215591958664433
lost,0.05247467680891564,0.14876627658113672,0.18305282957829772,0.06283503024403865
less,0.1291907958139858,0.1593242271872621,0.04778555621316808,0.07949515493483954
folks,0.11024188678531198,0.06246436689165923,0.23726364340696987,0.15327098503881997
stuck,0.01805343547039464,0.034743302913344716,0.053205340700992046,0.10160347923594597
exploded,0.047280980076613605,0.20043453021134217,0.09622123276129171,0.18903517725583976
costs,0.45702317621505845,0.19858717038699464,0.08881274588493988,0.1307684368350013
drove,0.17031462628818048,0.0219919654156268,0.1725505902886091,0.039824182203311444
imports,0.16890202446018254,0.18184695985493843,0.2575485474795216,0.0819656684182653
according,0.23472038418833133,0.2506624729690855,0.16360573088906247,0.10443541090037746
giant,0.37496757069659736,0.022653338950295376,0.07672260708153954,0.24579812083665958
shell,0.20717455758683362,-0.020119893555786077,0.05522291932716119,0.35585144811614816
bracing,0.1285380589358355,0.20003411625351997,0.09075428400077822,0.03429087403586815
takeover,0.35912679999999425,0.1248558701626457,0.1870182078217276,0.05958055061955941
possibly,0.12905364585015028,0.15730023468070273,0.09347171839090548,0.20433855596758077
french,0.13406114042026845,0.16955607961053729,0.022809144033713993,0.1229948641580408
rival,0.25374849130059035,0.03460105141595609,0.06996062288906571,0.13786526738814178
press,0.125956053583373,0.1350262543926759,0.31552919261468965,0.11426819729987339
report,0.28741400869656303,0.35322206514289645,0.09364429201074626,0.0021721321783959705
minute,0.027123966049418472,0.04612112603212672,0.35133054243346823,0.10017246120979055
interview,0.2691290686264748,0.11348995105456523,0.1264928734558836,0.009250722743349498
bosses,0.28312065702254446,-0.010529613703383355,0.24156568298079947,0.01587651042813521
playboy,0.35979395525143226,0.024133992734444155,0.17709436174747228,-0.08478117678558543
nation,0.0733748103588642,0.09046070676582256,0.29308725944374575,0.23008116603572765
eurozone,0.20121218156148576,0.1836100980478998,0.17797479560260857,0.14971228753936425
continues,0.19913625556003595,0.09012582959347185,0.11845743017411128,0.1651945867767837
warnings,0.1364907883400961,0.2049862307978972,0.09479770010490383,0.18705532299668595
may,0.2341600608249698,0.1200597999508145,0.0225191939869709,0.05477671773068381
slow,0.10394830989039673,0.12397143377241815,0.10177349183730594,0.20166807324731797
later,0.192924210846189,0.027547244426277758,0.17447006657392444,0.061179614679460974
growth,0.27644086126846046,0.1754396196849799,0.09743937802873255,0.22036333992323742
japan,0.05728150460735242,0.018227279790270022,0.21063229648194587,0.20569635052975374
slows,0.14330255587065874,0.0639164891752549,0.145832437190918,0.21615540822644458
country,0.06494746341738107,0.023028221236242867,0.25210125012198675,0.21402584827928314
experiences,0.22923245975558823,0.10541278915118191,0.2116215027911255,0.13646300283320004
domestic,0.2615358657392526,0.07508820373541708,0.09695371047788988,0.10919719960209259
corporate,0.4570361256881637,0.11250090153288707,0.09287088764717157,0.09412095329902866
rates,0.18361133295504928,0.14652361034717243,0.1983889889453078,0.14190224854942368
trimmed,0.26709643977051883,0.064151074163941,0.09705793513051468,0.11517638349192384
south,0.11049605582907136,0.02434198612889888,0.20029930105166793,0.18989034889858294
african,0.13593183704065628,0.07677009229483572,0.19147282631374912,0.2007242432536699
central,0.03236486788573661,0.1397816179297894,0.26149591695182783,0.10413733921200648
lack,0.17392586209076716,0.19716867171495325,0.050106500111543856,0.10374798945948573
hits,0.14934902219527657,-0.03391069606804024,0.29040900844830103,-0.034584280097512084
rand,0.42939163658183915,0.17993093523994425,0.12404170424612614,0.022422529908178633
surprises,0.057345637921418384,0.2899907406639291,0.20101468131167735,0.1492938075545582
cost,0.3045369941103048,0.08558594260075209,0.16915555073313893,0.2040944553471518
buying,0.2905454353738756,0.21817189678157925,0.07800277571130397,0.18463120490839574
second,0.10176129125015089,0.09163705734536652,0.1598889526862708,0.1604992155408046
hand,0.10374605000961097,0.08487072591635947,0.1501681956854235,0.06425149532766417
cars,0.13105554846223733,0.12202363699932019,0.14918946538845307,0.14131073192410235
sharply,0.12415415682854072,0.2386845704053241,0.09206296788177283,0.08496787528168814
five,0.18393232235354212,0.019068187612870498,0.22184960650671784,0.15148590215103103
survey,0.2076226192535242,0.26010104508771836,0.11627708346236126,0.13072884978475977
bank,0.25557156529058883,0.25570275693003297,0.123795179026546,0.024430478821861695
cuts,0.39860404682928685,0.14332649231955044,0.1240391135760591,0.06190910343618011
interest,0.23647863172100003,0.13510026664079772,0.16614345152477347,0.08403141289172554
quarter,0.28449184615798706,0.14560271740027703,0.1383719638178106,0.26239586432897755
percentage,0.15472397311830238,0.15730394091857627,0.2854329473568108,0.12453428201647657
point,0.11317457281753328,0.016163138317114203,0.1995944362443105,0.18713003556794036
bid,0.2818937077216112,-0.009268770011877108,0.11677570985798626,0.12373822300851982
drive,0.16971171049695283,-0.04220463868907022,0.15528975001312803,0.22754969568629707
shares,0.34662040936509825,0.20189240435012273,-0.004019542267863719,0.16081999562312327
engine,0.3237632043929083,-0.01547908074381781,0.1185723050574177,0.24877094947880116
floated,0.015354446764722607,0.0920485798987688,0.03224048212444523,0.27193664892478997
much,0.194690838971309,0.1368827663362546,0.11925348718629657,0.10156684885321918
takes,0.04467631935035713,0.21027689906169308,0.13872994874513025,0.2262947328690409
place,0.12166337711513119,0.12680406263597147,0.25445605213589845,0.014766564108436327
packard,0.3951418753515738,0.09743784551752575,0.07604838025959687,0.3539361772999973
disappointing,0.2685399342855292,0.1433347329375244,0.19495071186322407,0.04869803436552451
warns,0.10783454974782522,0.13024817475094957,-0.05589856091928276,0.16912660041145128
final,0.1453017043464939,-0.03788475158991475,0.3234674545569417,0.12305027229291116
also,0.21709804665926297,0.16455546411709607,0.16301125108529674,0.1741276431602562
short,0.04834270781436594,0.09315804285452306,0.1747614330499858,0.18747756102173235
oldest,0.01711062610252017,0.257958587350533,0.3841059512515115,0.06499202668925072
textile,0.21955927839758743,0.17748311263431713,0.2625474822107201,0.23802281394689948
operators,0.11873269586667425,-0.03798663487057336,0.23124428692177018,0.4820904039072647
indian,0.0690825144652118,0.08996840581947244,0.09886833897499774,0.249490878981955
ocean,0.04825298716049204,0.1205265939753215,0.21477484848952166,0.17446658257366915
island,0.0717341075005087,0.019390817645495245,0.24458586748697445,0.15192150233959667
shut,0.10338035378595174,0.08891140303493926,0.2503467113645897,0.1163655782308522
seven,0.07453066577386558,-0.011494956222637773,0.25753229944991557,0.14579383392252965
factories,0.23016558870059403,0.2723313465416733,0.08914244924586806,0.1745800308226331
cut,0.31396581711027205,0.06474800693226272,0.07499786461269205,0.1358690078604951
torn,-0.030121161342128062,0.2346968971150358,0.27616095216023634,0.04309820548438971
darfur,0.17094565241563056,0.202616833223926,0.16834874424336327,0.23795003922450478
western,0.026635194103469526,0.16082581225908701,0.22221777498524214,0.16032193150260743
running,0.13938391158276417,0.008405586636133376,0.11718746624236626,0.1576438758422353
japanese,0.16481474122175072,-0.039770929648196104,0.14651365492698679,0.1776197968327943
nuclear,0.17188811667584852,0.21161493719922092,0.17539332224513346,0.2702034481713359
plant,0.08416791276571586,0.20616749462293366,0.06207392880161869,0.25724341472058204
hit,0.12535923737901522,-0.0740951859633879,0.2218599350898441,0.079117458473268
fatal,0.05574758380530027,0.40973729181212615,0.09324085975197821,-0.010768704840466286
accident,0.11350539516695161,0.18674296506826557,0.2933108839076485,0.1689137700605802
close,0.15092730848076225,0.0857792129955198,0.10183493575319158,0.04001388309560521
reactors,0.19842522996498896,0.19650520249391226,0.15480652412079468,0.2943140872988329
safety,0.18876427198758838,0.32480902695001024,0.15825012328434176,0.1070416318790052
veteran,0.13535265512066963,0.1454212823197953,0.24385222819204572,0.020433059229878717
inventor,0.050653252577493556,0.22872461751705786,0.09911560337915147,0.35751929044072106
famous,-0.06505226522232009,0.17299314145048372,0.28818178097964503,0.09212859969377833
creating,0.1361310093186652,0.131936578847933,0.18981505517088082,0.4055853431197148
planning,0.31449509271144294,0.06391757223954632,0.14723557512474583,0.15398402671735903
float,0.25859542523948187,-0.04172403274769152,0.0694954384188491,0.21928502041839829
arabia,0.25018022183181293,0.07036858787781296,0.11541243640289478,0.07591451751454796
ready,0.15681856651272627,0.051973784285036254,0.1295129570760698,0.0697276319621149
push,0.25696817541203165,-0.04484779418145346,0.05690766831662829,0.20711252706158326
extra,0.23463968835646132,0.04281016435994788,0.11641478188257244,0.17300869842674044
help,0.18376606807098259,0.20469303477628337,0.08097302148549382,0.21704950402387016
reverse,0.06950980215376681,0.18679159825277977,0.19218993189242053,0.04371239166783783
surging,0.13519125729397918,-0.16928718735661652,0.20408607538581017,0.23513710544704175
group,0.2840414721396228,0.08931804975713925,0.09743594171997176,0.12940381010976146
led,0.18762508357335653,0.06201978757569281,0.12750694824874226,0.1744246802438298
plans,0.3045182738061531,0.045851961010724036,0.16065999267753567,0.25347773842709637
spend,0.19030131550154816,0.09339601872114682,0.17545222543499875,0.22265916869458496
expansion,0.28428716195951836,0.06358280198210743,0.32326272594155764,0.10392489430190723
winning,0.0510391947084935,0.006387628951916207,0.3359004429714257,0.14196972839871053
two,0.13418040702205286,0.04240985234062193,0.15237405885433739,0.18105178450216633
mobile,0.14260683559659462,0.1323696030436719,0.09581348507420637,0.6737654416818584
phone,0.12497078296712577,0.1296646343127888,0.1131497406133835,0.5423296947420843
licences,0.23547101399315856,-0.008667994718960563,0.12842491933242803,0.25235751617183083
saudi,0.2334076224422746,0.06593707484660671,0.1354193870138278,0.1155978317757921
rail,0.14763799562530938,0.09151011829402227,0.13028261286937232,0.23763301461408218
flies,0.022890443779089262,0.21929175869620543,-0.017115108404119617,0.27760814712763143
specialist,0.33571686273028173,0.19082145544202495,0.0900934763966642,0.2647617827056379
engineers,0.1002646856073524,0.0897358003275161,0.09980296846708128,0.30156412766047436
west,0.1598987078523543,0.19594164630362929,0.23220348430838844,-0.03407047898747701
coast,0.16895847133494057,-0.01773193574863552,0.20384870105728062,0.06700899936149489
mainline,0.22629465526836554,0.10953668099105365,0.1440186113633753,0.24335311679168112
uk,0.2545435952124438,0.17459822344359438,-0.016975017389726284,0.21929684282564074
skills,0.2572800239549916,0.20415166060607642,0.16923543848264008,0.13850661303706058
scientists,0.0585588252479248,0.36961899899891737,0.15105940549704444,0.2424116395113807
hope,-0.02993803954136862,0.2874303659536117,0.19969787318742396,0.10749106891595478
experimental,0.14936027582929864,0.338174992271575,0.14081351771944783,0.2660445885267728
drugs,0.19711795893720663,0.5048398311373398,0.28716861295728763,0.031118482599988413
cure,0.01430164867950322,0.39411148514586875,0.13480313900548138,0.15921226530042726
heart,0.09723143652751476,0.5933415219686063,0.11947455805094229,0.04623454814438223
disease,0.06898450182639462,0.4834815983977137,0.11848438103369333,0.049087054360487346
lately,0.06696897771851276,0.23776305193813727,0.10108923074287006,0.16112547582823433
focus,0.23907762219363868,0.12526104929279192,0.030234708400564456,0.17995435307877344
mundane,0.21580635550728364,0.2161805447922086,0.2258528551063134,0.16867502238644386
style,0.07018443115489077,0.05985597736960979,0.21268823856791072,0.018376786152563957
turn,0.09854826320231656,0.07171499229325053,0.15056696276327972,0.19302349563731053
good,0.1942946919355334,0.235014315046061,0.15936127946174297,0.03907353719110806
news,0.22712569213753261,0.12141694402183797,0.12817023551479484,0.09155336091968966
bad,0.19226657901380415,0.19613744642819628,0.10746404879021354,0.10841764219985062
percent,0.31483935341402824,0.21518420787558834,0.07311299408322681,0.1680878010353017
tax,0.3880639115065758,0.13677939238490766,0.1904739752299327,0.07003253043018591
break,0.1393361293504808,-0.0890981923366714,0.3040974318433646,0.01673822050564962
bringing,0.2638704891780803,-0.053371781036213956,0.23159798944161047,0.11785457872482945
mail,0.2884108945010445,0.14347449466000253,0.0574844662502576,0.2286864428413017
victim,0.09353224798842458,0.27644015538877564,0.11158974643767025,-0.027736293819556036
conclusion,0.0554098542798274,0.21179097417922274,0.2118517872401073,0.15923192345883136
ibm,0.4184789746654965,0.11548070096021983,0.08856351929593895,0.3310570561292776
researchers,-0.003606304597911055,0.4341927017220327,0.14630112538311107,0.30607214931356563
spent,0.2228622317298872,0.049692344679151706,0.21734005743886048,0.015373668548887292
nearly,0.15202811834267932,0.08353267740933253,0.15450082577327073,0.11564944567583291
decade,0.04813289867238762,0.040419952619397084,0.1725337867422911,0.09221890914801066
conducting,0.1401409502859152,0.28415473556109533,0.11935535555885282,0.41612621527710275
field,0.02707748078378997,0.11816215653403353,0.40757252375793995,0.3402077212320267
tests,0.05936478582920745,0.36133737974107655,0.11359938630598183,0.26422862646244144
companies,0.39312987479686073,0.0978496703064126,0.06812239003716704,0.36870291900008373
employees,0.4995170611315639,0.08952041340945857,0.060940209798780134,0.03224001553416142
use,0.12982874138860573,0.1651474556184325,0.13976050278061933,0.3959888926085781
electronic,0.19674961999168075,0.243807119561537,0.10868792085041933,0.3763302150830172
clear,0.21524292400912592,0.05273288766333249,0.080548342918172,0.08891667640324395
killer,0.03336989690274689,0.13413865373086006,0.0818848789940081,-0.02469179279267391
