,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.3190384477483298,0.1586539745275868,0.2860261524902851,0.30729814483228257,0.28043580417421626,0.3587593560777274,0.4046843822257129,0.3349960374196383,0.38969458911615273,0.276643251457061
gastronomic,0.3080263666534743,0.23047373394204868,0.256334869754399,0.26266278357321404,0.24052452243733277,0.2535240079564926,0.24659809908413216,0.22332624444081675,0.1627994970551073,0.322180706885184
manicure,0.21942941740971095,0.14239190265676133,0.20126317284828776,0.21481502818691858,0.3409151216752684,0.33135430161761503,0.3844044317707614,0.2781163039621088,0.34560087996836797,0.25757987352583944
pointless,0.3292466499576777,0.3344695749727832,0.2125744622649478,0.29162335928762345,0.2408611502409664,0.425949741157008,0.41813466681526645,0.3308550003341303,0.4298406797320322,0.4481753384583477
frangria,0.34360844112896627,0.34071971926255445,0.1450926585200678,0.2437043055431609,0.38133765205066783,0.46066255299498615,0.4527239371013762,0.35065008755319155,0.46948273672644525,0.36343544085857277
freshness,0.3946976454317017,0.20516937202245814,0.43503432709648615,0.32572506421478425,0.25965596060268653,0.2556126742458891,0.37059321802729844,0.26184742911871534,0.3221159242620321,0.2988002614221426
meager,0.36404839772414543,0.23630651271497763,0.27871496584114136,0.26340263680131,0.38406663623718845,0.3876922409540495,0.6152313385375721,0.367245820495995,0.5468234159426373,0.4224243448967164
zip,0.32664718004342425,0.30414939590833856,0.24205455745164,0.3001379380818267,0.25638898380645986,0.32706361463016814,0.3762859531282115,0.3378132978460844,0.46293517979316273,0.35329268653598456
chewiness,0.34644982210131314,0.22635777271197707,0.24218565290100266,0.3246590475910002,0.30450895409726153,0.4048996187911406,0.49591887324028905,0.4442054949490488,0.4033828789082206,0.3403793795342902
minimum_wage,0.290064186072629,0.3542610248119566,0.3390645895124852,0.4522318727145262,0.2836940348803492,0.38665472906898213,0.35326483488043703,0.21274984925680368,0.4330493027459314,0.46710226271541705
krispie,0.21945624728160731,0.21214117274695324,0.2018187361136729,0.1281869886045949,0.3070172799361746,0.26392751996418734,0.35301872609346757,0.30412072154255104,0.29845231012271556,0.34536831141535557
cub,0.2860812121353244,0.36672014513581924,0.17106388462084024,0.2083659727165059,0.26342858325375534,0.46376162640012525,0.44378714946133874,0.4326081995317288,0.4657376866076789,0.4150358651387324
international,0.32353580192188436,0.2340684745358589,0.21601057941636229,0.33464669681115755,0.3124681613996979,0.4238801680058141,0.3469437776019305,0.1594998550396727,0.3135085342696485,0.39655233032695636
dissapointe,0.3643173272773605,0.2163281419090371,0.21175235896833086,0.29306320380252504,0.3406984995008533,0.4923513520435726,0.5193450421652395,0.3924578482826936,0.45527628357924516,0.3577648494878063
hardcore,0.32124340758632847,0.3882983000768743,0.31715305187992615,0.25738477925682274,0.2900916251756746,0.4922158979474287,0.4227534514321662,0.3813010180156553,0.5096146121826315,0.45785182123374557
commonly,0.4015705599077928,0.30905499662360886,0.31948136390269277,0.42033459863602013,0.33432277013791617,0.5265439970702366,0.6173798045819154,0.46669046490637206,0.44108092404870664,0.4319843407128983
pizza_pizza,0.29333521118169936,0.3928825735376941,0.38350240037780997,0.4608325068667224,0.2988976457806102,0.3239249900560363,0.30302659252085445,0.26009318161854217,0.3085846222210886,0.5042291559208982
creamsicle,0.30278057970726363,0.2858664748556296,0.23068785320625887,0.21808020780231463,0.49454051195413196,0.3632258686237984,0.37497267129763434,0.2982202161547937,0.3565603259992609,0.38412278549013673
hostess,0.2819791060835974,0.27893023569378733,0.2644913190903214,0.3285825480909814,0.46094814959529656,0.37326451160201624,0.32206200271750396,0.29490680593766416,0.3514560383547582,0.261186704036225
uninvited,0.24767478118660952,0.17175202441297663,0.22036236131865458,0.24254174375190124,0.19401384765541244,0.339331403634642,0.31716027796969076,0.24186897933162196,0.3481893051087218,0.33164613188979086
wolfgang,0.30181739168246124,0.39168152940469186,0.28855506287725546,0.2395785522454984,0.3061216837529212,0.4825659344934101,0.4130874798346911,0.2568338863413563,0.4037768789537409,0.36200962712400114
