,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.322629341212351,0.16411337329210934,0.2806085231858097,0.31296400872600066,0.2751766279995254,0.34781097123572446,0.4051918844121907,0.33374341178266154,0.39032635264996846,0.2782020828699638
gastronomic,0.318195468307429,0.23506900922710708,0.2710146958667655,0.27722419636537504,0.26127660719457135,0.26351831539998455,0.25952544410821776,0.22633137682108959,0.1496651066845327,0.34084802976114087
manicure,0.2143141859503932,0.15172951077627053,0.20034030878049108,0.2255735841559749,0.35703897450196814,0.32577368216811947,0.39621503292800975,0.28346676102056356,0.3483317586212788,0.263019274628803
pointless,0.31649321669288794,0.3441083926494727,0.22935670695147897,0.3056738816685046,0.2413643066557517,0.3981622564408477,0.38710777456069817,0.3064298293704909,0.4010547144426263,0.4450705035834504
frangria,0.3443108235378714,0.3417482910152881,0.1445932843377555,0.24963060315329247,0.396464367325607,0.44255819154460674,0.4362092638773998,0.3355914329883932,0.4560227280925148,0.379299656700326
freshness,0.39018822780218937,0.20472850097247722,0.45001871803629473,0.32120786325782047,0.25699307011500244,0.23036066120210635,0.37686474558382227,0.26461445441728737,0.31231127877699216,0.30458750168687254
meager,0.36151109461066583,0.21303537145286514,0.2870090343983828,0.24560303805417855,0.3905841978808651,0.32785366381062275,0.5882400184458596,0.3466119959853568,0.5065564383726994,0.4136852707181267
zip,0.3283101489856454,0.29753786159419954,0.2254261967247462,0.28319986657093477,0.26666801758621744,0.2888056032653216,0.34435517658023246,0.3171343130063228,0.44750052271454943,0.3465060517253035
chewiness,0.34326497782447146,0.21751298364177257,0.23673345180706226,0.3351157679467062,0.3239419386496686,0.3714834268139732,0.4846124392130626,0.45343704212005054,0.3715731463349019,0.33875846528279924
minimum_wage,0.26928288901431674,0.35915429436464835,0.33585863528294657,0.44605740909106756,0.28765960781417915,0.37432209193123084,0.33399837246157,0.1852414357876003,0.43471887937453335,0.4584059318460944
krispie,0.21115584713395902,0.2129394187772401,0.2192871589918857,0.13131101963578157,0.32189574562734535,0.2420760171306888,0.3524302904491817,0.31879442849982836,0.28664001819385293,0.362792785003928
cub,0.284184196281592,0.3493054164763981,0.18441657015412996,0.21790721131377216,0.2650051704220986,0.4338624542285137,0.40909548894958686,0.41722365930787897,0.43576015613168423,0.4193594754334959
