,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.3263851690491951,0.17037324658548697,0.2755883117055742,0.3190617995529479,0.2702995471586673,0.338132320920249,0.4057019379728159,0.33250939997349616,0.39096222464897834,0.27979640006250467
gastronomic,0.32979122581426895,0.24004416128070383,0.2894435346795912,0.2953720103948493,0.29052728707911113,0.27520781581664294,0.27544512072981236,0.22950218829797522,0.14026557460730024,0.36434537504592146
manicure,0.2096574516411702,0.16384548956649925,0.1994342369364555,0.2387000674028252,0.376495448824252,0.3205583421979236,0.40956094129599363,0.2892434386763805,0.3511501682386542,0.26893596327499697
pointless,0.30559276861417356,0.35491820808658053,0.25232619178861854,0.32268805119552374,0.2418716828672316,0.3769065257163583,0.3642699497554157,0.2884218629315372,0.37919738345754606,0.4420506794852859
frangria,0.34501896964719087,0.3427893491286999,0.1441007439724734,0.2561593005985157,0.4141740641852707,0.4271202998327962,0.42196232281443624,0.3229425667397803,0.44403361280645265,0.3981682559801237
freshness,0.3858808741279233,0.20429140514313243,0.46720244447005527,0.3169353471058477,0.25443750031128193,0.21368714419829152,0.38357387370470264,0.26750065552090946,0.3036409202028192,0.3108389850683552
meager,0.3590436789510753,0.1976481196211112,0.2963454575931658,0.2321227181983721,0.3975578277055297,0.2977026200575786,0.5656549104619513,0.33021174629552036,0.47684486176368895,0.4056443636771403
zip,0.3300072880101995,0.29148036900360424,0.2128931881718617,0.2697511868208091,0.27872249733892823,0.2655802743981566,0.32191922845145327,0.30104347420858296,0.4340126811123354,0.34022409578917656
chewiness,0.34019539853492076,0.2099638427251725,0.23175382089094917,0.34700149660556234,0.3489812053717699,0.34776235902899627,0.47429799480451446,0.4634652710240494,0.3486271728575781,0.3371681721678913
minimum_wage,0.2538167175655699,0.364324663883353,0.33277196970268913,0.4402123380736068,0.29185250939419916,0.36348102404743926,0.31857855669276325,0.16950124793256743,0.4364143787620709,0.45033697717616966
krispie,0.2040347171229016,0.21374975917902161,0.24393681467292658,0.13475333204752943,0.33993257458162607,0.2265822939087876,0.3518457667816363,0.336568107864533,0.2765790127017649,0.3840834659255582
cub,0.2823369219196286,0.3349507595871274,0.20262703628269899,0.22935203818811753,0.26661990100685823,0.410916715839657,0.3839958358456646,0.4039016002852204,0.4127439692992743,0.4238666128810603
international,0.3116015230394146,0.22545182673458847,0.2065298720758563,0.3561308971679066,0.32116858011486865,0.4263899852013016,0.3213237025930582,0.11922796447282291,0.27348692713763273,0.4253733115264186
dissapointe,0.419565214070857,0.24845456865367435,0.2130895131221207,0.30183650236849413,0.35707890996421043,0.4268152780372826,0.4621188953484745,0.4075320805137757,0.38844565756980154,0.38451733992703935
hardcore,0.28557358081968154,0.4030825968551389,0.3287389082776503,0.24700671671951815,0.27022371726795014,0.47260506696636156,0.37308575532399724,0.38759110926228696,0.49256818245760947,0.43475089253444305
commonly,0.38547808582438203,0.3046976291480753,0.33783856178548183,0.4313461224173578,0.33382482284861476,0.4346526683802429,0.5519759161179492,0.46806609418789275,0.3445947978038408,0.4227545877340755
pizza_pizza,0.2466271255627232,0.3847250959477534,0.3286612483044449,0.4125390632723012,0.28083814098208737,0.3259592806472928,0.3016431447586418,0.2209264848346186,0.30397939461315376,0.47252731844077644
creamsicle,0.27394623884291325,0.28283594305917903,0.25036226884063817,0.22224812856381143,0.5175317085242244,0.33605026748583955,0.3515337090385976,0.260999742735246,0.3294068950729902,0.41538887967773047
hostess,0.24690805754454145,0.28277576847914415,0.2924446982985361,0.3258152022901622,0.4126888505236846,0.3760119404817314,0.3056452729539991,0.2871760241761122,0.34490247257651896,0.27240073074898824
uninvited,0.24993327310663305,0.17246309596420684,0.2598996592305144,0.286035875676316,0.2180206786974833,0.353611352162626,0.32289876539786994,0.24305779257896626,0.38647348921320274,0.3483183657725717
wolfgang,0.2861136680470421,0.39363399140234784,0.2962738812743291,0.2445270656943076,0.3068309520582367,0.5060144612045023,0.3863072601662977,0.21496647200474525,0.38139951718975035,0.36258871005203164
mcdonalds,0.22831689531148402,0.494464186332974,0.24798029694823262,0.3121323807486775,0.20136105230118762,0.2788635537045917,0.24419333026406248,0.25366854492888485,0.39112710917676025,0.34130001530042164
zuppa,0.4460844728064817,0.2510692773765682,0.215992363892295,0.25924012930490276,0.35115500505518876,0.6002784128466524,0.5051565867487603,0.4084772402049341,0.39168247324316185,0.35212679146711545
abruptly,0.2620172431630891,0.19877892160997304,0.29278999591016824,0.3174311919045388,0.3126291771301619,0.4021447610628867,0.34719891718817697,0.2414701796594226,0.43089273945184564,0.31082921220349863
hotspot,0.3592036140405645,0.27720944942925707,0.3041696493160192,0.26961002411900303,0.3329766149084475,0.33867657121643474,0.33449112479625226,0.2041026855127811,0.33913382052471025,0.39106865425532544
patio,0.2941497040728659,0.28461952943009305,0.19043470097517534,0.19915170660929754,0.32932817526530417,0.25913706904609535,0.25767509566046737,0.2073200396597326,0.27971771559448144,0.2113172552173862
crow,0.400435562982831,0.28187155918147166,0.36818629237044165,0.3569017357537322,0.31975105350225974,0.4678112753357365,0.5214263946100137,0.4071667198835509,0.6056894473907019,0.48381856461253914
jojo,0.31734647966437685,0.318915342181589,0.3308095612587125,0.2352288647298969,0.35134669587496103,0.5054083406725484,0.48912496919009024,0.4087204285264687,0.5637178738036277,0.3115231770847498
blame,0.2637103369233418,0.21610553538391927,0.18692869360893757,0.25210656340001714,0.26777561712988657,0.3680546227220826,0.2932479114955979,0.2247090371458761,0.38115934439389376,0.20087787445894492
tmi,0.34609043813894796,0.29854172176925975,0.25199404572966755,0.27675638636722,0.2571863928298068,0.5381584335998777,0.3853480933136586,0.4479041540666125,0.698844199755292,0.30780161887212326
buster,0.3379832867150096,0.30323267827616,0.2727728760055137,0.21861805671494633,0.34224872932715433,0.3653700744733252,0.4265203220574233,0.34347316740118145,0.5858480300160911,0.3906285216646923
excellently,0.3806450039239417,0.23901131275915544,0.21847898865188622,0.2386528753804841,0.32380611773709334,0.26290917523715096,0.474411653215731,0.3405203929098378,0.32484512429505735,0.3163035670859123
ceo,0.3397882929531105,0.2943688790027203,0.16483178771872,0.19932537254272945,0.3366811013041885,0.4723044591294131,0.31626116623170347,0.29963182143873895,0.47389455192901536,0.3379390728985165
douchebag,0.28621282596162995,0.30018023757789064,0.2504035894605955,0.31889370683208573,0.2523838836866661,0.4474819409417962,0.5716448400219526,0.3009948862836889,0.36908630365099837,0.34537324885059845
shrivel,0.2838938545257385,0.30716873159326596,0.2559920629350485,0.24694600426789445,0.30927925866943745,0.3794757075658122,0.4582433257250291,0.4428428620915767,0.27582333346144916,0.3237525649888008
operator,0.2974086078634148,0.2619957020601659,0.23431485915901495,0.2401982986186114,0.26594970538209034,0.44774124461835174,0.3380116561080705,0.18879597028721024,0.484054788511194,0.417960117977483
real,0.26385981763610533,0.22824907607596553,0.23187592054635334,0.36890611247991173,0.20312962730997605,0.301840177783716,0.25156583236788754,0.28661234788857803,0.29207846578737046,0.3678930600570809
agitate,0.2481040626812171,0.1985561547098593,0.16292632774899837,0.2762157450328635,0.24810392088046038,0.2578231925463935,0.3431613105927552,0.2744637843618222,0.37449931678246157,0.38164238008100265
card,0.28113370763859596,0.21193945666460257,0.27629128736565345,0.2263414155614253,0.31397754703261044,0.36422810848520626,0.29305431615659405,0.332799150974785,0.3459085403700125,0.3268489338218958
tht,0.3296489391112057,0.2942872857608479,0.23544474240419158,0.2910159857539348,0.1786796696655177,0.3765923487118402,0.4122170646686785,0.28585956406212604,0.3858595103051451,0.4224060739152134
peculiar,0.2802454550278023,0.3014968340482603,0.2426617098079372,0.321357269557475,0.32723577838901274,0.3802518004689568,0.6373522708865409,0.32993108800748505,0.5239837905080216,0.42266258520864985
dandy,0.2375444843011426,0.3037655496766754,0.19041841536560242,0.18701742800965399,0.274938962424571,0.3537623537998682,0.43290793789746407,0.3254125397242415,0.46371372845623593,0.38222268540911436
lover,0.39892044592299064,0.15608439101940486,0.2679993144778094,0.2884456750550916,0.38256108187006194,0.31017969021327135,0.35949443671496417,0.33995365996487603,0.29535580497162434,0.35290894259219413
activate,0.22011867583811912,0.2661130496085544,0.20227104163708362,0.17112850658667184,0.3643567444705054,0.3832607771663581,0.44437647771934,0.344481635594555,0.3454629089843427,0.27244573255001214
sashmi,0.4092658085833985,0.2929802288183697,0.4149990790624944,0.2839585928404269,0.33805892171455715,0.3718641755083671,0.49341632948125397,0.39798379532430816,0.40768904883118023,0.3957614336766725
frape,0.23850838459423596,0.2686629452251076,0.20206060329195413,0.2105597925272457,0.34101004953969166,0.34539730059103113,0.3484570926564089,0.305690897854691,0.33908991800844124,0.29719714167181305
flavoring,0.37317334907163896,0.24369307396724335,0.16329861353755593,0.3144016864531737,0.3857386883289991,0.104288861799429,0.3490425132569257,0.36766418209169377,0.28775888433344243,0.2855583980667625
briefly,0.24480250571096654,0.2157293496298075,0.21431293689357578,0.1942245038063948,0.3786883775911117,0.36612724006675257,0.4800896493776907,0.29555139177485157,0.4715897990183227,0.30982423405247833
sat,0.3147158136701779,0.2187325358471,0.2834168793152836,0.3116689911043041,0.25788394862914377,0.33105253928094464,0.23172127216346688,0.3799947323066795,0.46401251409493266,0.43205410849381676
