,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.3261773028402363,0.1693488251988207,0.2750988671685457,0.3185147250040073,0.26982890104017715,0.3365836712543112,0.4056987457634416,0.33248619844955324,0.3909570828445931,0.2797518576268965
gastronomic,0.32796701519645466,0.23956252410621084,0.2845829255147863,0.2907266860901235,0.27936194658722563,0.27303176943571456,0.27157551156862264,0.22929306008913508,0.13591970376671197,0.3580810483071761
manicure,0.20909481924452225,0.16022826012026967,0.19941331953291935,0.23564183077213552,0.372197958337061,0.3201077079080149,0.40760061446317314,0.28870329860328175,0.3510401170555687,0.26833034196542066
pointless,0.3033488888956282,0.3534248502941496,0.24422176308014215,0.3188644655875906,0.24186639989367206,0.36918900053922005,0.3546790390401122,0.28090330100486655,0.3710246897527305,0.44194497607561417
frangria,0.3450117540239468,0.3427737060654542,0.1440922239101301,0.25539330358388584,0.41085791658687965,0.4238929464853499,0.4192107318856783,0.32003536934740334,0.44223678007911765,0.3943020792937999
freshness,0.3856305093317874,0.20428669375681396,0.4643877481676513,0.31663276262557954,0.2543044031050171,0.2038909747659358,0.3830201857727537,0.26735053190369873,0.30225737721608786,0.31025060813915634
meager,0.35895678288879823,0.18864217862671656,0.295015360954019,0.2270309100053418,0.3969807544751295,0.265851622835665,0.5603436407975185,0.3251661848154135,0.46447559240741304,0.40478576093355206
zip,0.329964414083647,0.2907996019634446,0.2080706431682526,0.2655935152660526,0.27644252652097023,0.24874845985068805,0.31091800267394265,0.295601368412501,0.43164399978398044,0.339602689387098
chewiness,0.3400523295496678,0.2083953440840337,0.23117353335876667,0.3451751948700794,0.3416885114552329,0.33650232403152774,0.47308018178942507,0.462454603270731,0.3382943362745198,0.33713003381069007
minimum_wage,0.24757591569048792,0.3639748077847864,0.3326239369504897,0.43980493139215177,0.29156545953918983,0.3616639675266834,0.3139870415580866,0.15650484126386738,0.43638188238316983,0.44956412031910836
krispie,0.2026055224079837,0.2137345988904813,0.2345011873825613,0.1343485990033562,0.3358571344733113,0.21920027614827114,0.35184088294528393,0.33256848584616583,0.27445987146623113,0.37908915012336214
cub,0.2822750585359147,0.331274228820901,0.19626643426366264,0.22689940722307061,0.2665720104473434,0.40269487232791884,0.3728063306330227,0.4013970429545934,0.4045119356312472,0.4236354516432208
international,0.3110356897364684,0.2250441390750626,0.20599216193766043,0.3544870362541287,0.3208719884207682,0.4263714914680112,0.31882164926666534,0.1033267117795304,0.2664320874638793,0.4228923270691062
dissapointe,0.4101959516315593,0.24310708271143466,0.21307900826207743,0.301515451374232,0.35612906310041365,0.41471472476401294,0.45353537549310774,0.4068287526353184,0.3746790640951225,0.3821515885101076
hardcore,0.2801784936789327,0.40239864718582685,0.3282240680881166,0.2464674465781334,0.26843166475697144,0.47159851997770247,0.36509529898049925,0.3874629946746314,0.49183720110064333,0.43323711471284765
commonly,0.3846471674048993,0.3046200173703153,0.3365751766841211,0.43099251954398465,0.3338238947458363,0.4115901093180193,0.5425766102547883,0.4680610368225161,0.31288803432803125,0.42250408568075865
pizza_pizza,0.23607691260527233,0.38451004067540695,0.31769168464455483,0.4056798382929808,0.2794100582435,0.32594338609365797,0.3016352226070502,0.21262274207562015,0.3038925159494023,0.4699137783173536
creamsicle,0.2702529845870599,0.28279546267731276,0.2483931470933515,0.22214996989143837,0.516241067717079,0.33335931289630283,0.34961308153251336,0.25460018044638844,0.3266672445699222,0.41239380372892853
hostess,0.24090118392401122,0.28271017691376354,0.28902899032262314,0.3257858839034303,0.40584159274006876,0.375986801250809,0.30455800857533816,0.2869176457986041,0.3447475586342612,0.2718178256747054
uninvited,0.24990770491120312,0.17245942747478665,0.2521236492496354,0.2774855219336637,0.21463098513294246,0.3528833564604568,0.3227707236139647,0.24305051549120135,0.38162174313094854,0.3473091505705479
wolfgang,0.28505120157674924,0.3936218709190877,0.296020887077375,0.2444012576559407,0.30682890145011527,0.5046407851657594,0.38402726709810836,0.2052525834849761,0.3797826887527815,0.3625875535389818
mcdonalds,0.2265336189350938,0.49440773846429314,0.24546974204378375,0.3120023609143993,0.2013608618021725,0.27746120238282895,0.2413827108094578,0.2519777641724077,0.38775825186933516,0.3412939072287417
zuppa,0.4394044643475342,0.250651074980989,0.21555572861990327,0.2582964815222513,0.35110431071119796,0.5891030000942995,0.48363146608503593,0.40810630659766317,0.3604090271077435,0.35210060025946477
abruptly,0.2591508611447401,0.1947199834234123,0.28683483658649656,0.3169927075670609,0.3121603316148765,0.40182779881784464,0.34529883864419736,0.23581297792590955,0.4308172878790739,0.3092988906770724
hotspot,0.35786140343134426,0.27718177385174997,0.3006955329549283,0.26876049756076825,0.332973513777402,0.3365970455641418,0.3321688587502646,0.19911511524893824,0.3380398103191285,0.3851867547733465
patio,0.29352732686696686,0.2846093986685961,0.1854997373184466,0.19729094994381297,0.3292476031892635,0.2591251078641245,0.2576251448790759,0.2057221352204935,0.2793905551764037,0.20516720422421023
crow,0.40043509510846675,0.27946329951988813,0.3640840842867476,0.3553700090828495,0.3177878788772798,0.4365952627167539,0.49538267554198195,0.40173674683020866,0.5892492474209079,0.48375530874074574
jojo,0.31573809297985556,0.3183882355594569,0.32033481922986157,0.2343127574426141,0.3509509081290089,0.4876557013673831,0.46827836377736565,0.40830558522751603,0.5525540781518372,0.30905819053178263
blame,0.26369403508678857,0.20911201334574822,0.184555692009941,0.2519011254090151,0.2675363654597444,0.36804307263778113,0.2915014926880414,0.22118109399367336,0.38089432003799845,0.20032301784456857
tmi,0.3454631774238236,0.2984472209263838,0.24952176129328116,0.2765372899604773,0.25131508223387466,0.5177069651526102,0.34829391713687685,0.4478500874578615,0.6940433429959584,0.3036966889041252
buster,0.33746887018985783,0.30155586775772053,0.2727385480475734,0.2144153892343305,0.34186579279918916,0.3515656508183393,0.41885922865465464,0.3412277774853431,0.5858001016269413,0.3867332681170387
excellently,0.37982240464853256,0.23694012065033868,0.21739668680590074,0.23835616113750785,0.32380545245152126,0.256543990244416,0.4679841902728004,0.33347802296306295,0.3238856855014589,0.30614039785080066
ceo,0.33688363737820193,0.2919196834550407,0.16416732355187952,0.1919251753615891,0.33550389059530417,0.4711535056213833,0.31221919641316814,0.29819424482446605,0.47231151645130887,0.33752409736937944
douchebag,0.2847876563334818,0.2987584508749918,0.24532438451938415,0.31875743451592115,0.2521095041189251,0.44622549439131975,0.5694591564211233,0.29996333386678575,0.3627098627867687,0.3442601169214513
shrivel,0.28386067025753514,0.3050979720284976,0.2548828277649185,0.24693301702746653,0.3091561191667804,0.36783691314796124,0.4527305768033277,0.44276985484196624,0.25347394397668666,0.32366041656108013
operator,0.29617343958290515,0.26082937316761057,0.2311557982410006,0.24010879633060492,0.26594366453978857,0.4453531896034355,0.32786746946246437,0.17768076592384136,0.4833735117222041,0.41619669082321675
real,0.26109259241442856,0.22824806032566394,0.2318726348273205,0.3682987467475752,0.20256624380009652,0.30134501397159497,0.2506013085554771,0.2864639947486965,0.29204439587883335,0.3677660854322747
agitate,0.24804299160481894,0.19798294420622253,0.14897792990234604,0.2711631233965542,0.2440885727751555,0.25164953604209295,0.34284263509891183,0.27408396408579866,0.3743437158248137,0.38140738904151184
card,0.2810129920475521,0.21113932600678853,0.2762606986510544,0.222536231207828,0.31214290494879476,0.36173320077983184,0.2842343720782529,0.33275916999750654,0.34278624646577494,0.32607252357215444
tht,0.3260475013347188,0.2889677213623398,0.2216136304007823,0.2777356036078886,0.1786065932426509,0.3765589068761277,0.4107543241286339,0.2855680057981051,0.38533509997438053,0.4174351227196256
peculiar,0.2754420966149827,0.2993335080655776,0.2426186144336719,0.3204208820773991,0.3255736126120825,0.35685658675807597,0.6361209892404511,0.32060128027712587,0.5150077756072253,0.42205471364954
dandy,0.23659706676412282,0.30176492521600845,0.18793282810555476,0.18701556874087258,0.265185468244211,0.3513456700514204,0.4328671426724699,0.32528026419822476,0.4625591551269232,0.3805978256411892
lover,0.3970029928946208,0.15136796123320784,0.2672499403834712,0.288428139445635,0.381530468643491,0.3064367528568391,0.35859443941158775,0.3390601406206749,0.28953676445363347,0.3522776588437147
activate,0.2114740202716359,0.2615170299827833,0.19020007136879663,0.17082893066210128,0.35958520086567,0.3740931846744897,0.44056071683746717,0.3437522835212921,0.3325589763107165,0.26508556218392126
sashmi,0.4080994767266218,0.29261102264951766,0.3757889278530746,0.2832118173899237,0.33765169413647883,0.3448346471416955,0.4779688940931209,0.39790823862015795,0.38557502323166265,0.3956563831241932
frape,0.23664372952573107,0.2634578669811275,0.20076944092357973,0.20819345665099287,0.32413071752502576,0.3442617288071017,0.3477196826461397,0.3054909302603981,0.33828550846880284,0.29236425826536433
flavoring,0.3730278017593739,0.240628902202103,0.15805100319605853,0.31422062950387425,0.38553441148093043,0.08487069211802828,0.348925413102842,0.36718914451419793,0.284211724885513,0.2842476334274531
briefly,0.23715727228122155,0.21569837028678143,0.21400076800902046,0.19399381592041862,0.378510309972725,0.3585395998261114,0.47987782715134913,0.2927818082325557,0.47147115765178144,0.30697558466737696
sat,0.3141384277084246,0.21561349799280213,0.2833071057752781,0.3076527540507875,0.250334183705678,0.32067688260125493,0.21209473612672697,0.37988626407976583,0.46356136014725163,0.43027085467015536
argent,0.28079155218984003,0.33840784652277495,0.2007950424113609,0.2526511667350823,0.3310298438910589,0.5797822206844567,0.6008765600708188,0.42683581899339873,0.4001668291320269,0.4626100510707695
broken,0.24084225231926792,0.18793411988827682,0.18892754377492338,0.3289758551625042,0.22320908274437026,0.42430226018090156,0.41352269233096767,0.30681234418182807,0.42358871409269955,0.43339872678712743
sol,0.4012112575749238,0.33959148303916753,0.31775395370602155,0.2585660671069329,0.2793817790505454,0.5329684197156423,0.515464129780254,0.3364860874963704,0.6157134438917018,0.41780740840863984
udon,0.40369253862685023,0.23154070408668284,0.32341840783191395,0.33311916946375375,0.3571843966166934,0.4707319288638164,0.45684138664510443,0.4192368516952744,0.40525218488353293,0.29466190587904517
diming,0.29038431321344754,0.17133677533397093,0.2539800532205154,0.18841807490387263,0.27803628509029044,0.4802489930688591,0.3535269952981607,0.2770148224621736,0.4211589752295235,0.3110302108930101
rapidement,0.3026473457723124,0.24681864668394848,0.29929758188992267,0.31841349437858324,0.3625274063455164,0.43760097455528973,0.4299403051947323,0.33207209212519817,0.4068073988781629,0.3425126684432092
