,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.33377342250770925,0.182295473575322,0.2652480895361945,0.3309345775350475,0.2602571645636628,0.3178127995314434,0.40672013215400726,0.3300274023302132,0.39223088852171745,0.2829584549562675
gastronomic,0.3519177691520748,0.2497106154410426,0.32349827419058613,0.3289870316149702,0.34262092559650065,0.29732142606006295,0.30504879869709306,0.2357198986298407,0.11855678428314555,0.4077285146697557
manicure,0.1999975421286905,0.18599680393267667,0.19760948382510057,0.2631843362504659,0.4129197654843549,0.30985231277864256,0.43510658343741787,0.30047828771237756,0.35672145604781746,0.2804127528659724
pointless,0.2823824906519971,0.37566355073926183,0.2936134952789333,0.35450312557395713,0.24288327205243618,0.32935606468572226,0.31224148612034536,0.24742887795384438,0.3301319503142836,0.435947153355423
frangria,0.3464309412432821,0.34486210738617895,0.14311053328116777,0.2687667813199341,0.44766536073562235,0.3942158586892303,0.39174540163621613,0.2958082456046632,0.41894158565607986,0.43366247274808145
freshness,0.37711412537077954,0.20341438050738628,0.4999281895587369,0.3082060571920909,0.24924563785839615,0.17357007812739467,0.3966650185865711,0.2731838805036565,0.28544065508778543,0.3229950377224982
meager,0.35405633286824506,0.16065321487104534,0.3142401036599449,0.2018251989962373,0.41116417350060264,0.21280675490042303,0.5171250244284439,0.2941622467742722,0.4092361320016651,0.3890355375740042
zip,0.33337596903516886,0.2789470006350857,0.1846611109220762,0.2401755692648583,0.3015061414474036,0.2070938797280563,0.2696290909749837,0.2653306075714563,0.4055598734080022,0.32727943337440485
chewiness,0.3339695701001488,0.1938799331342953,0.22143759402096858,0.36970619915084446,0.39486301636423426,0.2927575642775262,0.45291970535451936,0.48292649486319367,0.2958380977629391,0.33396459113534144
minimum_wage,0.21876777492475608,0.37445816985423297,0.326508936013611,0.42827416769879095,0.30006830620990044,0.34066789011767534,0.28478955104447645,0.12849855888763978,0.43978595330377174,0.4337258506232126
krispie,0.18889588485413195,0.21536137733542993,0.28782102046309654,0.1414002433064465,0.3736474943980911,0.1906345852895006,0.3506737842160601,0.3698003795847585,0.2551244433027885,0.4237768952577936
cub,0.27860500017704226,0.30390393140731264,0.235396954210916,0.25082034808339104,0.26982079420437294,0.3596633840493684,0.3263361160454571,0.37569104640225437,0.3613439779839351,0.4327435537536101
international,0.2997800913002497,0.21691648721348525,0.19715627083100198,0.37794149871791666,0.32992823212643085,0.4289035008947701,0.2961979171061194,0.08130252548114132,0.23481729850907784,0.45468595858640887
dissapointe,0.4766195425048501,0.28161346196060894,0.21442876808736683,0.3106739050781954,0.37364850295321456,0.36358761794431155,0.4065584181404176,0.42274660091912614,0.32420751846580814,0.4117384204804804
hardcore,0.2509501274374368,0.418003322754213,0.3404274820883904,0.23673614186132327,0.25071049341201296,0.45319487839037326,0.3249610997111772,0.39390681029140245,0.4756676118600152,0.41195107561354194
commonly,0.36955123812666957,0.3003557778970007,0.35644696262460895,0.4424282767865286,0.33332706117906946,0.34695776723553867,0.4884007921103402,0.4694427349255493,0.2533865397218038,0.4135748891044208
pizza_pizza,0.20187838008418968,0.37661059211060094,0.275893751676287,0.36558108118861743,0.26306198176501794,0.32799674990898897,0.30026128136224545,0.1833172648814029,0.29939153503679367,0.44134366496014027
creamsicle,0.24583475063694343,0.2798135055426188,0.2704256423196211,0.22643566761014983,0.5407800311881059,0.30940608465459396,0.32847558858836334,0.22500843225544412,0.30279422890355945,0.4472472109028476
hostess,0.21299113514333945,0.28663441485924496,0.3210686002748562,0.32305371934871885,0.3657627617280739,0.37876439668653955,0.28944478972437004,0.27949684591333873,0.33837986800026854,0.2837309503742694
uninvited,0.2521968778547553,0.17317490118913006,0.3009162024118314,0.33115663614576796,0.24268866696357347,0.36803643356939286,0.3286628454323216,0.2442480611763191,0.42570872801820203,0.36519153170101215
wolfgang,0.2706212067955705,0.395588877380956,0.30404323144106016,0.24950072066747625,0.3075406304809278,0.5297365616910141,0.3599788250061749,0.1748946397641554,0.35934338081029227,0.3631680242815284
mcdonalds,0.21043668626006262,0.49919523783725955,0.2705581344445542,0.31784348003513213,0.2015362491731449,0.26130960194994124,0.22102086226554019,0.23530485298193177,0.4239436508323146,0.34000921147987223
zuppa,0.4956049933155209,0.24194498610617257,0.2247230559492217,0.2733265674668666,0.3473862801743258,0.5280249680221032,0.4136762111261369,0.3975039194087088,0.2950214664202066,0.3494131317078473
abruptly,0.237770867219582,0.22460774723395185,0.3307585626136121,0.3280281460797034,0.3235056203158542,0.3920778153232569,0.3244064609813799,0.20891179188842993,0.4360002626476073,0.2914678555313812
hotspot,0.37898086914904067,0.2796896389796886,0.33360613137932477,0.2561555735170763,0.33388581679060747,0.31513692985031994,0.30978191341206596,0.1760043292067566,0.32201098142621487,0.4345784408847884
patio,0.28210817832879437,0.2861393381305152,0.2183675703716802,0.21656275719486595,0.33394365521649777,0.26071296594410914,0.26088899983946495,0.1911907506064694,0.28830728259446686,0.24420023383874925
crow,0.400822756834532,0.2587934897626121,0.40337324839719774,0.3779721066695056,0.2975276430324103,0.3621401223855775,0.4193115859335864,0.36560851333938194,0.5178701407724036,0.4887730089686222
jojo,0.2972925043319256,0.33056574260469845,0.3845467157844259,0.2221868009463158,0.34083809742174564,0.4221946890792473,0.4005381663760932,0.3971144830264267,0.4937619049906853,0.2869691815010049
blame,0.26556647411380896,0.2516021514715818,0.2060134260706691,0.2585643183752983,0.274959000628472,0.36621163481784713,0.27317231705114603,0.1998460748205945,0.3901758246877485,0.19148869190084736
