,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
memory,0.3264891882765331,0.17088949329974937,0.27583360032513676,0.31933594794143727,0.2705354041217558,0.33891128432620715,0.4057035340938298,0.3325210017878721,0.39096479559512687,0.27981867589041576
gastronomic,0.33070993848975083,0.24028560969559906,0.2919281059795822,0.29774317344975826,0.2964038873868662,0.27630714155936537,0.27741593320483415,0.22960687641846467,0.14252979101610408,0.3675491837723433
manicure,0.20993975276651453,0.16570758105476738,0.1994446970644541,0.24025509536438017,0.37867656998123317,0.3207840718835793,0.41054724265781983,0.28951416597974533,0.3512052162582107,0.2692396630661031
pointless,0.3067255235121035,0.35566899420296205,0.2565551501856982,0.32462976427134577,0.2418743244290179,0.38087087730634683,0.3692354957631966,0.29231311207383565,0.3834015996310158,0.44210354762465165
frangria,0.3450225775569039,0.3427971711243633,0.1441050043311114,0.25654379391794285,0.41584958190003746,0.4287499882714647,0.42334988315455097,0.32441338269936415,0.44493678093056555,0.40012606445426363
freshness,0.38600616220317496,0.20429376090691942,0.46862090385699695,0.3170868273587357,0.25450409420126374,0.21889608274307348,0.3838512381797719,0.2675757721332992,0.304336814342549,0.3111338992760844
meager,0.35908714065654146,0.2024350235931621,0.297014409641166,0.2347434030648345,0.39784690984418275,0.3162106698680193,0.5683433708344617,0.33278567754343397,0.483245500647214,0.40607484965986
zip,0.3300287285946661,0.2918217892188716,0.2153776724022701,0.2718725470726739,0.2798747386959167,0.27475338234057584,0.32767584072686623,0.30383004801157687,0.4352054859683684,0.34053553851903673
chewiness,0.3402669721583437,0.21075578459301753,0.23204491224688886,0.34792093927860074,0.3527294396565625,0.35364001372421267,0.4749089407366601,0.46397204162462435,0.3540008183363988,0.3371872441509959
minimum_wage,0.2570402292799454,0.36449981058704156,0.3328460289078987,0.4404162867958677,0.29199621807391696,0.364395496094856,0.32091816816207486,0.17672071096797165,0.4364306285245162,0.45072426970756635
krispie,0.20475588279187396,0.2137573400222699,0.24890472214126164,0.13495649188895867,0.34200256805829893,0.23043670753694628,0.35184820874387757,0.33859930891469936,0.27764924581146155,0.38662357850897716
cub,0.2823678624248041,0.3368156439029616,0.20594276962267438,0.23059564751334388,0.26664385187935086,0.41513748846992526,0.3898110659417852,0.40516405767534275,0.41696961238416136,0.4239822755028442
